"Exporter","Importer",2013,2014,2015,2016,2017,2018,2019,2020
65,100,216,276,298,322,387,517,684,0
67,100,39,48,52,51,65,73,86,0
76,100,72,72,51,53,74,74,71,29
77,100,13,5,5,5,8,7,9,0
82,100,110,113,122,116,116,148,179,0
84,100,209,171,130,204,187,238,204,161
95,100,301,432,388,366,423,407,523,461
101,100,31,43,31,28,29,30,35,0
108,100,12,0,0,0,14,0,0,0
123,100,99,245,149,157,199,248,282,274
139,100,567,526,448,480,548,702,761,599
140,100,16,15,13,18,24,30,35,19
142,100,26,27,41,43,52,58,57,44
143,100,666,630,364,335,377,433,347,0
153,100,11,8,6,7,10,13,16,20
157,100,10,14,15,17,20,11,14,0
158,100,12,9,10,12,13,15,14,12
163,100,179,136,113,173,159,177,179,0
167,100,171,196,201,257,251,219,203,176
185,100,205,258,231,252,255,362,400,245
186,100,142,176,192,210,253,243,244,132
2,101,0,0,0,0,4,4,6,0
10,101,486,526,427,517,583,645,682,639
17,101,5081,5942,4937,4746,5193,5698,5989,5765
23,101,0,0,4,6,8,7,8,0
27,101,42,31,33,25,23,25,62,0
43,101,23,22,20,21,22,23,26,23
45,101,39,68,89,0,0,163,174,0
46,101,132,207,207,231,206,202,179,220
47,101,202,169,155,167,259,344,593,0
57,101,24,22,22,29,24,27,33,27
60,101,193,174,155,143,177,163,157,142
61,101,8545,7639,6950,7872,6892,9116,10161,8518
65,101,8193,10332,9246,10103,11856,12600,13287,13895
67,101,180,223,199,243,234,218,282,0
75,101,669,689,697,696,809,852,886,0
76,101,238,179,186,231,259,255,242,207
77,101,15,18,13,16,15,17,26,0
82,101,1454,-4020,2216,2031,2521,3114,2916,3847
84,101,2337,2697,2432,2397,3399,3430,5013,6297
86,101,0,779,721,504,437,538,0,0
95,101,11,17,18,18,19,17,46,50
100,101,36,40,0,51,65,80,106,81
108,101,25,0,0,0,0,0,0,0
123,101,1262,1890,1809,2641,3040,3316,3530,2826
124,101,2,2,2,2,4,4,0,0
139,101,382,546,756,788,1027,1306,958,1944
140,101,363,450,386,456,476,566,554,485
142,101,129,170,180,218,261,324,403,455
143,101,597,705,884,1588,1398,1654,1032,0
153,101,16,24,18,25,39,53,88,58
157,101,36,43,64,69,118,129,162,0
158,101,100,93,108,154,283,302,301,274
163,101,915,1433,1397,1416,1716,1871,1921,0
167,101,787,1069,983,832,789,849,671,619
168,101,2299,2259,3022,2862,2932,3109,0,0
185,101,5009,4890,4997,5368,5695,6575,7614,6928
186,101,7237,7427,7240,6754,7399,8089,7692,7100
2,102,0,0,0,0,0,0,0,0
10,102,3,3,3,7,1,1,1,0
17,102,-15,5,11,3,2,4,10,0
23,102,0,0,0,0,0,0,0,0
27,102,0,0,0,0,0,0,0,0
37,102,0,0,5072,4079,0,0,0,0
43,102,0,0,0,0,0,0,0,0
45,102,0,0,0,0,0,0,0,0
46,102,0,0,3,0,0,0,0,0
47,102,6,2,1,2,3,7,2,0
57,102,0,0,0,0,0,0,0,0
60,102,0,0,2,2,2,2,2,0
61,102,4,5,0,4,3,26,25,0
65,102,0,0,0,38,29,33,35,0
67,102,0,0,0,0,0,2,1,0
75,102,1082,1057,903,854,882,945,914,0
76,102,1,1,4,2,1,0,0,0
77,102,0,0,0,1,2,2,1,0
82,102,0,0,0,41,19,17,15,0
84,102,12,10,9,9,12,14,16,0
95,102,1,0,0,0,0,0,0,0
100,102,0,0,0,0,0,0,0,0
101,102,78,69,54,87,99,34,21,0
123,102,7,42,7,13,19,22,18,0
139,102,0,1,2,1,1,0,0,0
140,102,17,24,23,25,25,28,27,0
142,102,0,1,1,5,0,0,0,0
143,102,1,1,1,1,1,1,2,0
153,102,0,0,0,0,0,0,0,0
157,102,0,0,0,0,0,0,2,0
158,102,0,0,0,0,0,0,0,0
167,102,0,0,4,0,8,2,0,0
185,102,39,28,226,0,0,0,0,0
2,103,0,0,0,0,0,1,0,0
10,103,0,0,0,0,1,0,0,0
17,103,8,5,6,4,5,7,4,0
23,103,0,0,0,0,0,0,0,0
27,103,0,0,0,0,0,0,0,0
43,103,0,0,0,0,0,0,1,0
45,103,0,0,0,0,0,0,0,0
46,103,0,0,0,0,0,1,0,0
47,103,4,3,10,12,12,12,12,0
57,103,0,0,0,0,0,0,0,0
60,103,4,1,2,1,2,1,1,0
61,103,135,175,116,120,190,363,319,0
65,103,8,9,10,12,10,15,13,0
67,103,0,2,17,12,8,10,7,0
76,103,0,0,0,0,0,0,0,0
77,103,2,3,2,2,2,5,5,0
82,103,0,0,0,3,0,0,0,0
84,103,2,1,3,1,1,2,1,0
95,103,0,0,0,0,0,1,0,0
100,103,0,0,0,0,0,0,0,0
101,103,4,7,6,19,24,19,21,0
108,103,0,0,0,0,0,0,0,0
123,103,15,22,6,3,2,2,2,0
139,103,0,0,1,1,0,0,0,0
140,103,0,0,0,0,0,0,0,0
142,103,0,0,1,1,0,0,0,0
143,103,0,0,0,0,0,0,3,0
153,103,0,0,0,0,0,0,0,0
157,103,0,0,0,0,0,0,0,0
158,103,1,0,0,1,1,0,0,0
167,103,10,15,13,10,6,12,21,0
185,103,38,53,14,0,0,0,0,0
2,104,0,0,0,0,0,0,0,0
10,104,0,0,0,2,0,37,6,0
17,104,1,1,3,3,2,6,8,0
23,104,0,0,0,0,0,0,0,0
27,104,0,0,0,0,0,0,0,0
43,104,0,0,0,0,0,0,0,0
45,104,0,0,0,0,0,0,0,0
46,104,0,1,1,1,1,1,1,0
47,104,7,9,4,5,6,4,3,0
57,104,0,0,0,0,0,0,0,0
60,104,3,1,1,1,3,5,2,0
61,104,0,0,0,0,9,0,0,0
65,104,11,13,16,11,12,15,10,0
67,104,0,0,0,0,0,0,0,0
76,104,0,0,0,0,0,0,0,0
77,104,0,0,0,0,0,0,0,0
82,104,0,0,0,1,0,0,0,0
84,104,2,0,0,0,0,0,1,0
95,104,0,0,0,0,0,0,0,0
100,104,0,0,0,0,0,0,0,0
101,104,7,3,1,0,1,1,0,0
108,104,0,0,0,0,0,0,0,0
123,104,4,7,3,1,1,1,2,0
139,104,0,0,1,0,0,0,0,0
140,104,3,1,0,1,1,0,0,0
142,104,0,0,0,0,1,0,0,0
143,104,0,0,0,0,0,0,0,0
153,104,0,0,0,0,0,0,0,0
157,104,0,0,0,0,0,0,0,0
158,104,0,0,0,0,0,0,0,0
167,104,4,2,2,2,1,2,2,0
185,104,12,16,21,0,0,0,0,0
2,105,0,0,0,0,1,3,2,0
9,105,1880,2005,1782,1771,2002,1968,0,0
10,105,65,64,43,35,108,67,39,0
17,105,118,117,116,102,113,122,121,0
23,105,0,0,0,0,7,11,11,0
27,105,4,6,6,7,13,6,6,0
33,105,253,269,227,149,183,228,231,0
43,105,5,3,4,5,9,14,17,0
45,105,5,15,11,0,0,8,15,0
46,105,13,16,13,12,14,13,17,0
47,105,279,254,232,206,219,267,248,0
57,105,0,0,4,5,3,2,3,0
60,105,41,73,57,41,45,57,120,0
61,105,1242,1149,834,724,818,540,427,0
65,105,655,660,604,630,0,774,691,0
67,105,15,36,127,109,110,137,183,0
75,105,1317,1346,1199,1032,1062,1180,1044,0
76,105,11,0,0,15,19,22,36,0
77,105,1,10,4,7,10,10,10,0
82,105,316,0,266,331,393,848,956,0
84,105,218,145,91,108,155,186,166,0
86,105,0,4232,3347,3342,2856,2366,0,0
95,105,3,0,0,1,0,1,1,0
100,105,2,0,6,0,0,0,1,0
101,105,93,100,133,133,117,109,85,0
108,105,0,0,0,0,0,0,0,0
123,105,1309,910,873,599,579,681,794,0
124,105,133,144,147,180,212,216,0,0
139,105,9,12,15,66,30,18,22,0
140,105,8,7,10,14,14,8,12,0
142,105,8,0,6,0,0,0,18,0
143,105,66,64,64,49,45,57,89,0
153,105,0,0,0,0,0,1,1,0
156,105,3657,3962,3921,4184,4409,5307,5465,0
157,105,2,2,2,3,8,7,3,0
158,105,2,3,2,4,3,4,3,0
163,105,93,113,105,142,134,200,208,0
167,105,104,69,68,68,117,94,87,0
168,105,278,305,312,429,439,427,0,0
185,105,1524,1512,1633,1326,1281,1207,1454,1262
186,105,2536,2855,2952,3189,3664,3322,3083,2081
2,106,0,0,0,0,0,0,0,0
10,106,0,1,1,1,1,0,0,0
17,106,1,12,7,2,3,4,2,0
23,106,0,0,0,0,0,0,0,0
27,106,0,0,0,0,0,0,0,0
43,106,0,0,0,0,0,0,0,0
45,106,0,0,0,0,0,0,0,0
46,106,3,4,2,2,2,1,0,0
47,106,3,1,1,1,0,0,3,0
57,106,0,0,0,0,0,0,0,0
60,106,0,0,1,1,1,2,1,0
61,106,7,5,4,3,1,1,1,0
65,106,7,13,11,18,0,0,11,0
67,106,0,0,2,3,5,3,4,0
76,106,0,0,0,0,0,0,0,0
77,106,0,0,0,0,0,0,0,0
82,106,0,0,0,0,8,4,8,0
84,106,4,3,3,3,4,9,2,0
95,106,0,0,0,0,0,0,0,0
100,106,0,0,0,0,0,0,0,0
101,106,12,11,8,2,0,1,0,0
108,106,0,0,0,0,0,0,0,0
123,106,16,68,24,25,30,32,29,0
139,106,0,0,0,1,1,0,0,0
140,106,0,0,0,0,0,0,0,0
142,106,0,0,0,0,0,0,0,0
143,106,1,1,2,3,3,4,3,0
153,106,0,0,0,0,0,0,0,0
157,106,0,0,0,0,0,0,0,0
158,106,0,0,0,0,0,0,0,0
167,106,4,4,3,13,3,2,1,0
185,106,41,31,24,0,0,0,0,0
2,107,0,0,0,0,0,0,0,0
10,107,0,0,1,1,1,2,1,0
17,107,5,15,8,10,11,11,10,0
23,107,0,0,0,0,0,0,0,0
27,107,0,0,0,0,0,0,0,0
43,107,0,0,0,0,0,0,0,0
45,107,0,0,0,0,0,0,0,0
46,107,0,0,0,0,0,2,1,0
47,107,4,10,8,5,74,51,7,0
57,107,0,0,0,0,0,0,0,0
60,107,0,5,2,7,3,0,7,0
61,107,117,146,123,259,242,183,168,0
65,107,0,0,0,20,17,0,17,0
67,107,0,0,0,0,0,0,0,0
76,107,0,0,0,0,0,0,0,0
77,107,0,0,0,0,0,0,0,0
82,107,0,0,0,0,0,0,0,0
84,107,1,4,3,1,10,4,2,0
95,107,0,0,0,0,0,0,0,0
100,107,0,0,0,0,0,0,0,0
101,107,4,4,4,4,5,6,8,0
123,107,92,37,24,18,13,11,5,0
139,107,0,0,0,6,1,0,0,0
140,107,0,0,1,1,1,1,0,0
142,107,1,0,1,1,0,1,2,0
143,107,3,4,8,38,30,34,0,0
153,107,0,0,0,0,0,0,0,0
157,107,0,0,0,0,0,0,0,0
158,107,0,0,0,0,0,0,0,0
167,107,3,5,2,12,12,6,120,0
185,107,56,82,28,0,0,0,0,0
2,108,0,0,0,0,5,10,2,0
10,108,130,150,141,169,228,234,263,273
17,108,58,90,116,96,127,129,166,133
23,108,0,0,2,2,2,3,2,0
27,108,8,11,10,20,35,61,82,0
43,108,7,7,8,11,17,28,32,35
45,108,16,23,30,49,82,106,137,95
46,108,12,18,15,20,33,37,61,199
47,108,73,128,95,70,103,100,132,0
57,108,22,26,26,32,48,71,65,72
60,108,23,31,24,37,44,32,36,37
61,108,268,418,414,168,124,190,184,115
65,108,254,308,368,400,424,523,497,368
67,108,89,78,284,225,211,241,244,0
76,108,5,5,51,54,65,40,36,30
77,108,2,70,156,127,186,199,215,0
82,108,69,97,133,145,124,171,153,87
84,108,138,164,142,156,171,268,231,230
95,108,31,35,37,81,28,35,34,42
100,108,2,3,0,0,5,27,13,12
101,108,183,226,223,205,169,260,246,0
123,108,70,142,120,156,0,588,422,356
124,108,1,2,1,2,3,4,0,0
139,108,59,111,87,89,91,132,137,159
140,108,31,31,29,37,56,84,97,70
142,108,65,38,30,49,54,90,90,122
143,108,166,258,59,75,118,190,313,0
153,108,4,5,6,11,23,38,41,24
157,108,9,9,11,9,14,6,14,0
158,108,6,5,6,7,11,20,22,22
163,108,161,145,178,290,241,383,386,0
167,108,306,182,313,293,463,255,354,366
185,108,1324,907,542,757,857,879,863,644
186,108,519,722,873,1164,1353,1281,888,485
2,109,0,0,0,0,0,0,0,0
10,109,4,5,3,6,5,5,6,0
17,109,56,65,67,100,108,151,130,0
23,109,0,0,0,0,0,0,0,0
27,109,6,5,8,6,18,17,11,0
43,109,3,9,12,11,9,12,14,0
45,109,32,52,55,70,81,110,107,0
46,109,0,1,1,1,1,1,6,0
47,109,11,22,33,16,23,51,68,0
57,109,2,5,3,2,4,4,1,0
60,109,8,9,4,3,0,0,0,0
61,109,0,93,77,108,69,100,94,0
65,109,251,252,324,293,282,263,277,0
67,109,28,6,200,217,253,237,241,0
75,109,0,0,37,42,0,0,0,0
76,109,0,0,0,0,0,1,0,0
77,109,0,0,0,0,0,0,0,0
82,109,1,0,0,0,2,1,1,0
84,109,3,2,13,19,17,10,16,0
95,109,20,12,14,11,6,5,3,0
100,109,1,1,1,2,1,0,2,0
101,109,19,24,12,11,9,18,22,0
108,109,0,0,0,0,2,0,0,0
123,109,34,29,10,7,4,5,10,0
139,109,6,6,5,10,7,5,17,0
140,109,1,13,10,7,11,15,15,0
142,109,7,6,6,4,4,6,14,0
143,109,45,53,46,56,58,59,52,0
153,109,1,1,1,0,1,1,1,0
157,109,0,0,0,0,0,0,0,0
158,109,1,1,1,1,1,1,1,0
167,109,24,35,63,88,47,84,134,0
185,109,95,26,64,0,0,0,0,0
2,110,0,0,0,0,0,0,0,0
10,110,0,0,0,0,0,0,0,0
17,110,24,15,10,9,8,8,10,0
27,110,0,0,0,0,0,0,0,0
43,110,0,0,0,0,0,0,0,0
45,110,0,0,0,0,0,0,0,0
46,110,0,0,0,0,0,0,0,0
47,110,29,26,21,18,18,24,23,0
57,110,0,0,0,0,0,0,0,0
60,110,39,31,3,0,3,8,4,0
61,110,66,56,45,62,84,146,0,0
65,110,13,19,10,11,0,8,11,0
67,110,1,0,14,13,15,28,16,0
76,110,0,0,0,0,0,0,0,0
77,110,0,0,0,0,0,0,0,0
82,110,0,1,0,0,0,1,1,0
84,110,1,1,3,0,2,1,4,0
95,110,0,0,0,0,0,0,0,0
100,110,0,0,0,0,0,0,0,0
101,110,29,15,2,1,0,0,2,0
108,110,0,0,0,0,0,0,0,0
123,110,66,19,10,6,6,5,19,0
139,110,0,0,1,0,0,0,1,0
140,110,0,1,1,2,2,1,1,0
142,110,0,0,0,0,0,0,0,0
143,110,3,0,0,0,0,4,1,0
153,110,0,0,0,0,0,0,0,0
157,110,0,0,0,0,0,0,0,0
158,110,0,0,0,0,0,0,0,0
167,110,0,0,0,0,0,0,0,0
185,110,56,82,18,0,0,0,0,0
2,111,0,0,0,0,0,0,0,0
10,111,1,3,3,3,2,4,6,0
17,111,61,60,64,61,79,64,69,0
23,111,0,0,0,0,0,0,0,0
27,111,0,0,0,0,0,0,0,0
43,111,0,0,0,1,0,0,0,0
45,111,11,11,10,11,11,13,35,0
46,111,2,1,1,1,2,2,2,0
47,111,57,48,61,101,108,73,70,0
57,111,0,0,0,1,1,0,0,0
60,111,1,1,2,1,1,2,1,0
61,111,262,364,200,249,330,328,283,0
65,111,45,44,47,51,55,86,87,0
67,111,48,32,37,32,39,63,64,0
75,111,0,0,0,0,0,0,0,0
76,111,3,0,0,0,0,0,0,0
77,111,0,0,3,0,0,0,0,0
82,111,0,15,17,14,15,51,0,0
84,111,5,7,16,20,61,24,15,0
95,111,0,0,0,1,1,0,0,0
100,111,0,0,0,0,0,0,1,0
101,111,110,124,97,77,95,73,62,0
105,111,126,105,97,56,33,26,44,41
108,111,0,0,0,0,7,0,0,0
123,111,73,129,160,193,105,113,88,0
139,111,1,1,1,2,2,2,16,0
140,111,5,7,9,19,26,24,10,0
142,111,3,3,2,3,3,4,5,0
143,111,6,2,3,5,5,4,4,0
153,111,0,0,1,1,2,2,4,0
157,111,0,0,0,0,0,0,0,0
158,111,0,0,0,0,0,0,0,0
167,111,4,2,3,315,659,10,2,0
185,111,455,645,422,0,0,0,0,0
2,112,0,0,0,0,0,1,0,0
9,112,71,83,77,79,102,100,0,0
10,112,78,92,133,96,108,145,130,0
17,112,505,692,713,607,731,960,557,0
23,112,0,0,0,0,0,0,0,0
27,112,3,4,4,4,7,9,7,0
33,112,1020,977,921,940,1127,1405,1493,0
43,112,7,4,7,4,12,5,4,0
45,112,0,0,0,1,1,1,1,0
46,112,25,30,46,49,58,71,65,0
47,112,287,427,319,261,324,380,381,0
57,112,3,2,2,4,3,6,10,0
60,112,78,142,83,89,103,80,121,0
61,112,1256,1309,1053,1348,1384,1956,2130,0
65,112,2339,2638,2620,2724,3117,3640,3679,0
67,112,49,32,127,110,110,149,197,0
75,112,0,0,0,0,0,0,0,0
76,112,20,36,12,15,28,48,30,0
77,112,4,3,4,8,14,16,13,0
82,112,305,492,637,749,767,1516,1748,0
84,112,448,510,481,445,375,447,436,0
86,112,0,1314,1370,1410,1472,1455,0,0
95,112,0,0,2,1,1,1,2,0
100,112,2,1,0,0,7,0,1,0
101,112,165,125,142,152,195,221,162,0
108,112,1,0,0,0,1,0,0,0
123,112,1554,1118,923,933,1823,2241,2556,0
124,112,16,24,20,28,31,33,0,0
139,112,15,25,27,33,32,46,52,0
140,112,31,36,40,54,62,65,67,0
142,112,6,7,7,11,15,18,17,0
143,112,19,56,39,22,23,68,39,0
153,112,0,0,0,0,8,2,3,0
157,112,1,4,5,6,11,10,12,0
158,112,1,2,4,6,4,7,6,0
163,112,1835,2148,2057,2510,2342,2737,2736,0
167,112,239,217,227,174,248,341,396,0
168,112,1277,1073,901,1105,963,973,0,0
185,112,1183,819,1215,1187,1104,1226,1322,1128
186,112,28880,29466,31053,31039,31789,32865,32738,23433
2,113,0,0,0,0,0,0,0,0
10,113,0,0,0,0,0,0,0,0
17,113,0,0,0,0,0,0,0,0
23,113,0,0,0,0,0,0,0,0
27,113,0,0,0,0,0,0,0,0
43,113,0,0,0,0,0,0,0,0
45,113,0,0,0,0,0,0,0,0
46,113,0,0,0,0,0,9,0,0
47,113,0,0,11,0,0,0,0,0
57,113,0,0,0,0,0,0,0,0
60,113,0,0,0,0,0,0,0,0
61,113,0,0,0,0,2,0,0,0
65,113,0,0,0,0,0,0,0,0
67,113,0,0,0,0,0,1,0,0
76,113,0,0,0,0,0,0,0,0
77,113,0,0,0,0,0,0,0,0
82,113,0,0,0,0,0,0,0,0
84,113,0,0,0,0,0,1,2,0
95,113,0,0,0,0,0,0,0,0
100,113,0,0,0,0,0,0,0,0
101,113,0,0,0,0,0,0,0,0
108,113,0,0,0,0,0,0,0,0
123,113,0,2,2,1,0,1,0,0
139,113,0,0,0,0,0,0,0,0
140,113,0,0,0,0,0,0,0,0
142,113,0,0,0,0,0,0,0,0
143,113,0,0,0,0,0,0,0,0
153,113,0,0,0,0,0,0,0,0
157,113,0,0,0,0,0,0,0,0
158,113,0,0,0,0,0,0,0,0
167,113,0,0,0,0,0,0,0,0
185,113,0,0,0,0,0,0,0,0
2,114,0,0,0,0,0,1,0,0
10,114,31,43,22,14,16,20,27,0
17,114,11,8,9,13,17,17,24,0
23,114,0,0,0,0,0,0,0,0
27,114,20,30,31,33,38,44,47,0
43,114,1,1,1,3,2,5,3,0
45,114,3,3,0,0,0,1,1,0
46,114,27,18,22,25,30,31,38,0
47,114,1,1,1,1,1,1,1,0
57,114,2,3,1,2,2,2,4,0
60,114,0,0,1,1,1,1,1,0
61,114,60,56,47,19,19,30,27,0
67,114,22,86,39,34,48,22,51,0
76,114,12,11,11,15,24,26,31,0
77,114,0,0,0,0,0,0,1,0
82,114,1,0,0,0,0,0,0,0
84,114,84,112,110,89,69,86,82,0
95,114,3,4,2,2,2,1,4,0
100,114,4,6,4,3,3,0,8,0
101,114,1,1,8,1,1,1,1,0
108,114,1,0,0,0,1,0,0,0
123,114,58,17,15,9,6,5,4,0
139,114,9,39,17,29,38,50,52,0
140,114,1,3,4,1,2,2,2,0
142,114,167,188,131,143,91,100,97,0
143,114,449,327,205,199,285,275,239,0
153,114,1,0,0,0,0,0,1,0
157,114,2,3,4,4,5,7,7,0
158,114,1,1,1,1,1,1,1,0
167,114,23,14,14,11,11,9,8,0
185,114,45,51,52,0,0,0,0,0
2,115,0,0,0,0,0,0,0,0
10,115,3,3,4,3,2,4,2,0
17,115,8,12,6,3,5,5,3,0
23,115,0,0,0,0,0,0,0,0
27,115,0,1,1,0,1,0,0,0
43,115,0,0,0,0,0,0,0,0
45,115,0,0,0,0,0,0,0,0
46,115,11,9,8,8,10,13,15,0
47,115,106,3,0,1,2,2,2,0
57,115,0,0,0,0,2,0,0,0
60,115,0,0,0,0,1,1,1,0
61,115,40,0,9,0,8,8,10,0
65,115,27,24,19,0,0,0,0,0
67,115,0,0,0,0,0,0,0,0
76,115,1,1,0,0,1,1,0,0
77,115,0,0,0,0,0,0,0,0
82,115,0,0,0,0,5,0,0,0
84,115,2,1,2,3,2,0,2,0
95,115,0,0,0,0,0,0,0,0
100,115,0,1,0,0,1,0,1,0
101,115,1,1,1,0,0,0,0,0
108,115,0,0,0,0,0,0,0,0
123,115,9,5,4,4,5,7,6,0
139,115,5,6,3,3,2,2,3,0
140,115,0,0,0,0,0,0,0,0
142,115,0,0,0,0,0,0,0,0
143,115,95,92,90,91,103,136,179,0
153,115,0,0,0,0,0,0,0,0
157,115,0,0,0,3,0,0,0,0
158,115,0,0,1,1,1,2,1,0
167,115,11,5,8,6,6,5,4,0
185,115,45,33,66,0,0,0,0,0
2,116,0,0,0,0,102,64,0,0
10,116,28,29,14,23,18,18,19,0
17,116,7,8,7,10,12,13,12,0
27,116,4,6,3,4,5,6,5,0
43,116,38,38,40,30,34,36,31,0
46,116,1,2,2,3,5,9,5,0
47,116,1,1,1,3,5,7,7,0
57,116,0,1,0,1,1,1,2,0
60,116,0,0,0,0,3,1,1,0
61,116,15,9,8,0,0,15,10,0
67,116,4,4,3,13,8,36,26,0
76,116,0,6,4,3,5,6,5,0
77,116,0,0,0,0,0,0,0,0
82,116,0,0,0,0,0,0,12,0
84,116,23,21,17,14,10,12,24,0
95,116,0,0,0,0,0,1,0,0
100,116,0,0,0,0,0,0,0,0
101,116,1,13,10,7,9,8,11,0
123,116,21,17,17,15,20,24,24,0
139,116,1,2,1,4,2,2,2,0
140,116,0,0,0,0,1,1,1,0
142,116,0,0,0,2,0,0,0,0
143,116,17,18,14,13,14,10,10,0
153,116,193,198,183,189,207,256,254,0
157,116,3,4,3,3,4,5,4,0
158,116,19,18,15,16,18,21,26,0
167,116,4,6,8,14,18,18,80,0
185,116,16,15,0,11,0,11,488,1
2,117,0,0,0,0,0,0,5,0
10,117,12,17,9,10,15,34,32,0
17,117,135,121,98,118,87,113,115,0
23,117,0,0,0,0,0,0,0,0
27,117,4,3,2,3,3,4,4,0
43,117,0,1,0,1,3,3,1,0
45,117,1,0,0,0,0,0,1,0
46,117,7,7,6,8,9,17,18,0
47,117,61,55,53,56,109,92,143,0
57,117,0,0,0,0,0,0,1,0
60,117,11,21,28,37,38,27,22,0
61,117,1572,1800,1933,1764,1882,2595,2573,0
65,117,89,114,111,130,162,195,203,0
67,117,14,13,55,56,68,99,109,0
76,117,2,3,1,2,2,12,3,0
77,117,0,0,0,0,0,1,1,0
82,117,0,56,79,77,0,0,109,0
84,117,169,223,172,162,233,254,203,0
95,117,0,0,1,1,0,0,0,0
100,117,0,0,0,0,0,0,1,0
101,117,36,31,37,39,29,22,18,0
108,117,0,0,0,0,0,0,0,0
123,117,483,225,184,160,174,173,181,0
139,117,8,13,8,10,10,10,15,0
140,117,48,54,49,53,53,61,55,0
142,117,14,15,13,14,10,24,10,0
143,117,3,4,3,3,8,7,12,0
153,117,0,0,0,0,1,0,0,0
157,117,0,2,0,0,1,0,1,0
158,117,1,1,1,0,1,2,1,0
163,117,770,927,1020,1337,1497,1333,1385,0
167,117,51,76,43,34,47,46,35,0
185,117,399,584,530,296,341,319,286,182
186,117,610,588,654,721,951,943,787,421
2,118,0,0,0,0,0,0,0,0
10,118,0,0,4,1,1,2,9,0
17,118,27,28,34,40,14,14,13,0
23,118,0,0,0,0,0,0,0,0
27,118,0,1,0,0,0,0,0,0
43,118,0,0,0,0,0,0,0,0
45,118,0,0,0,0,0,0,0,0
46,118,1,1,2,2,2,7,3,0
47,118,16,18,22,18,17,29,25,0
57,118,0,0,0,0,0,0,1,0
60,118,8,16,11,3,3,5,6,0
61,118,40,72,124,95,82,0,0,0
65,118,49,31,19,22,23,22,27,0
67,118,0,0,29,25,41,54,57,0
76,118,0,0,1,0,0,0,0,0
77,118,0,0,0,0,0,0,0,0
82,118,11,11,8,7,8,9,9,0
84,118,8,12,116,9,6,3,15,0
95,118,0,0,0,0,0,0,0,0
100,118,0,0,0,0,0,0,0,0
101,118,1,16,1,1,7,13,13,0
123,118,26,14,48,32,14,27,24,0
139,118,0,0,0,6,1,0,10,0
140,118,193,290,381,292,229,261,247,0
142,118,10,5,6,2,0,0,0,0
143,118,1,0,0,0,0,0,0,0
153,118,0,0,0,0,0,0,0,0
157,118,0,0,0,0,0,0,0,0
158,118,0,0,0,0,0,0,0,0
167,118,61,15,36,24,5,2,6,0
185,118,339,480,396,0,0,0,0,0
2,119,0,0,0,0,0,0,0,0
10,119,4,1,1,1,1,2,12,0
17,119,5,1,2,2,2,2,3,0
23,119,0,0,0,0,0,0,0,0
27,119,0,0,1,0,0,0,0,0
43,119,0,0,0,0,0,1,0,0
45,119,0,0,0,0,0,0,0,0
46,119,0,0,0,0,0,1,1,0
47,119,4,5,5,7,5,7,9,0
57,119,0,0,0,0,0,0,0,0
60,119,0,23,50,40,14,0,16,0
61,119,0,0,108,0,116,111,93,0
65,119,24,24,11,15,17,20,19,0
67,119,0,1,11,9,8,9,9,0
76,119,0,0,0,0,0,0,0,0
77,119,0,0,0,0,0,0,0,0
82,119,0,8,0,0,0,0,0,0
84,119,1,1,1,3,2,2,4,0
95,119,0,0,0,0,0,0,0,0
100,119,0,0,0,0,0,0,0,0
101,119,1,17,33,39,33,9,0,0
105,119,170,82,77,56,40,38,43,38
108,119,0,0,0,0,0,0,0,0
123,119,77,11,23,23,28,35,32,0
139,119,0,0,0,0,8,3,1,0
140,119,0,0,0,0,0,0,0,0
142,119,1,0,1,0,0,0,0,0
143,119,3,3,10,39,31,44,28,0
153,119,7,13,2,0,1,1,0,0
156,119,297,298,311,376,290,323,302,0
157,119,0,0,0,0,0,0,0,0
158,119,0,0,0,0,0,0,0,0
167,119,2,14,33,40,35,44,25,0
185,119,239,174,299,0,0,0,0,0
2,120,0,0,0,0,0,0,0,0
10,120,7,11,2,3,5,2,3,0
17,120,9,7,3,7,5,5,6,0
23,120,0,0,0,0,0,0,0,0
27,120,0,0,1,1,2,2,1,0
43,120,0,0,0,0,0,0,0,0
45,120,0,0,0,0,0,0,0,0
46,120,1,0,0,0,0,2,0,0
47,120,48,24,27,14,18,19,25,0
57,120,0,0,0,0,0,1,0,0
60,120,1,1,1,0,0,0,1,0
61,120,24,0,13,10,14,20,0,0
65,120,85,54,33,35,0,0,0,0
67,120,0,0,9,8,11,21,14,0
76,120,0,0,0,0,0,0,0,0
77,120,0,0,1,0,1,5,1,0
82,120,0,0,3,3,5,6,7,0
84,120,3,11,17,12,13,11,6,0
95,120,0,0,0,0,0,0,0,0
100,120,0,0,0,0,0,0,0,0
101,120,7,31,23,22,29,38,26,0
123,120,18,11,12,9,10,11,17,0
139,120,0,1,17,6,2,0,0,0
140,120,5,17,12,9,7,5,4,0
142,120,0,0,0,0,0,0,0,0
143,120,0,1,0,1,1,1,1,0
153,120,0,0,0,0,0,0,1,0
157,120,0,0,0,0,0,0,0,0
158,120,0,0,0,0,0,0,0,0
167,120,10,3,5,4,6,4,4,0
185,120,41,58,115,0,0,0,0,0
2,121,0,0,0,0,0,0,0,0
10,121,0,0,0,0,0,0,0,0
17,121,0,0,0,0,0,0,0,0
23,121,0,0,0,0,0,0,0,0
