"Exporter","Importer",2013,2014,2015,2016,2017,2018,2019,2020
46,70,0,0,0,0,0,0,0,0
47,70,7,21,22,25,19,28,34,0
57,70,0,0,0,0,0,0,0,0
60,70,1,0,0,1,1,1,0,0
61,70,105,100,180,121,154,76,99,0
65,70,0,0,0,15,21,19,0,0
67,70,0,0,22,20,38,82,88,0
76,70,0,0,0,0,0,0,0,0
77,70,0,0,0,0,0,0,0,0
82,70,1,1,0,0,0,0,0,0
84,70,1,1,2,0,0,0,0,0
95,70,0,0,0,0,0,0,0,0
100,70,0,0,5,7,0,0,2,0
101,70,3,3,1,2,2,2,1,0
123,70,41,18,18,15,22,14,7,0
139,70,0,1,0,0,0,0,0,0
140,70,1,0,0,14,1,1,1,0
142,70,0,0,0,0,0,0,0,0
143,70,1,1,1,1,2,3,1,0
153,70,0,0,0,0,0,0,0,0
157,70,0,0,0,0,0,0,3,0
158,70,0,0,0,0,0,0,0,0
167,70,8,8,5,7,1,4,2,0
185,70,75,104,44,0,0,0,0,0
2,71,0,0,0,0,0,0,0,0
10,71,0,0,0,0,0,0,0,0
17,71,3,4,3,3,3,5,4,0
27,71,0,0,0,0,0,0,0,0
43,71,0,0,0,0,0,0,0,0
45,71,0,0,0,0,0,0,0,0
46,71,0,0,0,0,0,0,0,0
47,71,2,3,5,5,6,6,9,0
57,71,0,0,0,0,0,0,0,0
60,71,0,0,0,0,0,1,1,0
61,71,4,3,0,3,0,0,0,0
65,71,0,0,0,0,0,4,4,0
67,71,0,0,0,0,0,0,0,0
76,71,0,0,0,0,0,0,0,0
77,71,0,0,0,0,0,0,0,0
82,71,0,0,0,0,0,0,0,0
84,71,0,0,0,0,0,0,0,0
95,71,0,0,0,0,0,0,0,0
100,71,0,0,0,0,0,0,0,0
101,71,0,0,0,0,0,0,0,0
108,71,0,0,0,0,0,0,0,0
123,71,6,3,2,3,3,2,1,0
139,71,0,0,0,0,0,0,0,0
140,71,9,5,7,19,14,18,28,0
142,71,0,0,0,0,0,0,0,0
143,71,0,0,0,0,0,0,0,0
153,71,0,0,0,0,0,0,0,0
157,71,0,0,0,0,0,0,0,0
158,71,0,0,0,0,0,0,1,0
167,71,2,3,5,5,1,3,2,0
185,71,0,0,0,0,0,0,0,0
2,72,0,0,0,0,0,246,0,0
10,72,0,0,0,0,0,0,0,0
17,72,0,0,0,0,0,0,1,0
23,72,0,0,0,0,0,0,0,0
27,72,0,0,0,0,0,0,0,0
43,72,0,0,0,0,0,0,0,0
45,72,0,0,0,0,0,0,0,0
46,72,0,1,1,1,2,6,1,0
47,72,5,6,9,9,10,12,14,0
57,72,0,0,0,0,0,0,0,0
60,72,7,3,0,0,0,0,0,0
61,72,31,29,0,6,6,8,12,0
65,72,13,15,8,7,0,0,6,0
67,72,0,0,2,2,3,3,2,0
76,72,0,0,0,0,0,0,0,0
77,72,0,0,0,1,0,0,0,0
82,72,0,0,0,0,0,0,0,0
84,72,0,4,1,0,1,0,0,0
95,72,0,0,0,0,0,0,0,0
100,72,0,0,0,0,0,0,0,0
101,72,46,36,28,12,14,18,20,0
108,72,0,0,0,0,0,0,0,0
123,72,11,3,3,9,13,25,53,0
139,72,0,0,0,0,0,0,0,0
140,72,0,0,0,0,0,0,0,0
142,72,0,0,0,0,0,0,0,0
143,72,0,0,0,0,1,1,1,0
153,72,0,0,0,0,0,0,0,0
157,72,0,0,0,0,0,0,0,0
158,72,0,0,0,0,0,0,0,0
167,72,7,4,11,11,3,3,2,0
185,72,316,546,145,0,0,0,0,0
2,73,0,0,0,0,0,0,0,0
10,73,0,0,0,1,0,0,0,0
17,73,1,1,1,2,2,9,24,0
23,73,0,0,0,0,0,0,0,0
27,73,0,0,0,0,0,0,0,0
43,73,0,0,0,0,0,0,0,0
45,73,0,0,0,0,0,0,0,0
46,73,0,0,0,0,2,1,0,0
47,73,3,5,7,4,4,4,7,0
57,73,0,0,0,0,0,0,0,0
60,73,0,0,0,0,0,2,0,0
61,73,23,40,14,45,20,20,18,0
65,73,4,8,8,6,8,12,7,0
67,73,0,0,1,1,2,3,3,0
76,73,0,0,0,0,0,0,0,0
77,73,0,0,0,0,0,0,0,0
82,73,0,0,0,0,0,1,1,0
84,73,1,1,2,4,15,1,1,0
95,73,0,0,0,0,0,0,0,0
100,73,0,0,0,0,0,0,0,0
101,73,11,36,24,18,19,26,27,0
108,73,0,0,0,0,0,0,0,0
123,73,40,13,15,10,13,14,12,0
139,73,0,0,0,0,1,0,0,0
140,73,0,0,0,0,0,0,0,0
142,73,0,1,11,0,0,0,0,0
143,73,8,5,5,0,0,0,0,0
153,73,0,0,0,0,0,0,0,0
157,73,0,0,0,0,0,0,0,0
158,73,0,0,0,0,0,0,0,0
167,73,24,13,14,15,4,2,2,0
185,73,0,0,5,0,0,0,0,0
2,74,0,0,0,0,0,0,0,0
10,74,1,4,2,2,2,4,3,0
17,74,3,4,6,3,2,5,10,0
23,74,0,0,0,0,0,0,0,0
27,74,0,0,0,0,0,0,0,0
33,74,25,15,28,20,27,26,29,0
43,74,0,0,0,0,0,0,0,0
45,74,0,0,0,0,0,0,0,0
46,74,0,0,0,0,1,3,0,0
47,74,20,32,20,19,19,19,26,0
57,74,0,0,0,0,0,0,0,0
60,74,1,1,2,2,3,2,2,0
61,74,9,8,8,8,10,14,16,0
65,74,12,17,22,25,26,32,31,0
67,74,0,0,1,1,1,2,7,0
76,74,0,0,0,0,0,0,0,0
77,74,0,0,0,0,0,0,0,0
82,74,0,0,2,2,1,2,3,0
84,74,24,3,5,5,2,3,19,0
95,74,0,0,0,0,0,0,0,0
100,74,0,0,0,0,0,0,0,0
101,74,52,25,26,8,18,18,17,0
123,74,18,20,18,17,35,39,34,0
139,74,0,1,1,1,1,0,0,0
140,74,0,0,0,0,0,1,1,0
142,74,0,0,0,0,0,0,0,0
143,74,0,0,0,0,0,0,0,0
153,74,0,0,0,0,0,0,0,0
157,74,0,0,0,0,0,0,0,0
158,74,0,0,0,0,0,0,0,0
167,74,7,13,7,4,5,12,9,0
185,74,6,7,6,0,0,0,0,0
186,74,917,971,1052,1147,1227,1249,1270,685
2,75,0,0,0,0,5,3,2,0
9,75,2017,1994,1905,2103,2294,2291,0,0
10,75,125,136,98,75,125,136,125,130
17,75,470,797,450,396,384,497,641,705
23,75,0,0,0,0,0,0,1,0
27,75,6,9,12,14,11,10,22,20
33,75,1211,1181,1086,1286,1213,1401,1413,0
37,75,0,0,66466,60087,0,0,0,0
43,75,5,3,3,2,6,5,11,10
45,75,1,5,9,11,14,18,34,34
46,75,40,36,28,54,68,80,91,124
47,75,1144,1594,1195,1161,1423,1551,1736,1853
57,75,29,25,21,28,24,56,57,30
60,75,108,139,129,167,163,188,172,78
61,75,1282,1437,1181,1384,1391,1813,983,1284
65,75,2214,1946,1812,1732,1863,1999,2004,2267
67,75,424,405,26,26,49,56,89,81
76,75,31,29,41,52,203,205,161,147
77,75,9,11,15,29,38,43,39,0
82,75,416,510,635,688,783,5165,6097,0
84,75,452,437,402,391,382,402,402,231
86,75,0,6147,7092,7291,7906,7807,0,0
95,75,12,7,14,14,18,18,17,13
100,75,12,8,10,9,9,9,12,9
101,75,1153,1435,1386,1171,1457,1378,1296,0
105,75,638,532,541,641,711,957,922,1218
108,75,1,0,0,0,19,0,0,0
123,75,1265,1340,1055,1091,1625,1693,1887,2161
124,75,244,275,282,255,290,347,0,0
139,75,51,59,67,90,127,317,309,391
142,75,17,16,19,28,31,32,31,29
143,75,334,434,537,673,794,1037,863,0
153,75,61,56,38,49,42,44,45,35
156,75,4143,4610,5281,5302,5712,7387,7836,0
157,75,3,3,3,4,5,41,7,3
158,75,27,27,18,15,18,24,22,23
163,75,222,251,205,257,434,650,0,0
167,75,194,162,182,256,367,394,316,303
168,75,705,871,724,785,869,1010,0,0
185,75,3266,3669,4654,4681,4648,5119,5745,4583
186,75,9059,10081,10240,10507,11733,12673,13713,12452
2,76,0,0,0,0,16,14,22,0
10,76,1676,1811,1475,1663,1785,1912,1952,1625
17,76,363,441,348,306,315,406,358,585
23,76,0,0,27,31,36,47,37,0
27,76,109,220,128,171,141,130,142,86
43,76,222,199,192,218,305,530,458,244
45,76,12,17,19,15,17,26,30,7
46,76,384,419,385,390,434,430,514,403
47,76,231,287,213,205,208,247,261,239
57,76,11,12,10,10,14,16,22,21
60,76,31,41,42,44,56,59,59,55
61,76,514,550,586,593,690,579,531,637
65,76,2468,2796,2371,2342,2532,2844,2965,2687
67,76,68,76,80,79,72,135,141,60
77,76,3,6,4,8,11,15,17,0
82,76,0,0,0,0,0,2626,2768,3159
84,76,681,599,526,620,612,506,453,348
95,76,5,12,11,10,16,18,21,18
100,76,14,18,21,28,34,30,29,24
101,76,297,312,291,351,349,306,291,0
108,76,0,0,0,0,0,0,0,0
123,76,812,1093,875,866,1237,1628,1540,1132
139,76,374,399,387,434,524,593,626,546
140,76,52,40,40,38,50,90,63,27
142,76,652,647,632,669,596,651,695,637
143,76,185,150,93,101,257,220,248,0
153,76,117,113,88,111,109,126,143,111
157,76,425,452,393,438,512,571,708,502
158,76,224,236,211,242,271,309,277,176
163,76,207,255,282,276,360,483,437,0
167,76,148,149,153,210,186,188,164,161
168,76,235,325,269,276,309,320,0,0
185,76,625,798,845,875,946,946,1119,1744
186,76,929,1040,1010,1127,1180,1224,1310,933
2,77,0,0,0,0,0,0,0,0
10,77,13,23,14,12,21,43,21,0
17,77,40,40,33,48,52,59,55,0
23,77,0,0,2,1,3,4,2,0
27,77,8,34,26,9,3,1,2,0
43,77,1,2,1,2,5,22,120,0
45,77,0,0,0,0,0,0,0,0
46,77,13,15,31,61,72,14,7,0
47,77,134,423,239,248,300,342,233,0
57,77,0,4,3,4,7,0,8,0
60,77,7,7,10,12,17,21,18,0
61,77,64,89,31,76,42,41,37,0
65,77,61,70,65,79,111,116,111,0
67,77,2,5,4,9,15,11,11,0
76,77,0,0,0,0,17,0,25,0
82,77,0,0,0,84,0,0,0,0
84,77,16,15,7,15,19,42,21,0
95,77,4,3,69,87,88,61,10,0
100,77,24,0,0,0,0,0,0,0
101,77,50,82,95,64,37,40,46,0
108,77,1,0,0,0,1,0,0,0
123,77,172,174,191,229,264,297,284,0
139,77,9,12,12,18,26,25,27,0
140,77,7,8,6,8,10,17,16,0
142,77,0,19,0,24,0,0,0,0
143,77,6,6,6,7,4,9,6,0
153,77,1,3,3,7,9,6,7,0
157,77,0,1,0,1,1,4,3,0
158,77,2,2,2,4,3,6,2,0
163,77,80,136,139,148,162,202,163,0
167,77,94,66,59,49,66,65,90,0
185,77,142,229,269,371,530,552,467,182
2,78,0,0,0,0,1,1,5,0
9,78,2005,2414,2644,2814,3381,4180,0,0
10,78,155,124,158,116,140,168,186,142
17,78,437,331,337,292,347,436,409,364
23,78,0,0,4,3,3,3,3,0
27,78,8,10,11,19,17,16,17,13
33,78,1093,1054,1022,1258,1688,2484,3150,0
37,78,0,0,925,940,0,0,0,0
43,78,9,5,10,14,40,37,35,6
45,78,12,12,11,12,12,13,12,14
46,78,33,24,65,80,83,134,100,87
47,78,1278,1224,1067,976,1186,1389,1492,1432
57,78,6,7,8,11,11,10,16,9
60,78,238,300,548,528,872,624,471,460
61,78,1558,1859,2017,1619,1996,2494,2243,2373
65,78,2529,2466,2412,2482,3166,3559,3581,2972
67,78,214,277,449,407,564,772,803,612
75,78,1025,1128,1122,1107,1107,1194,1081,0
76,78,194,289,300,273,273,32,28,16
77,78,9,10,11,15,19,21,22,0
82,78,2020,2611,2669,2955,3314,4028,3034,2575
84,78,595,593,551,610,597,651,700,366
86,78,0,2081,2068,2301,2448,2574,0,0
95,78,4,11,8,12,15,19,26,25
100,78,12,5,0,0,13,17,8,11
101,78,100,109,173,218,229,133,101,0
105,78,1299,1250,1145,1250,1368,1824,1877,480
108,78,1,0,0,0,31,0,0,0
123,78,1628,1082,907,1057,1216,1477,1758,1247
124,78,334,414,608,798,831,906,0,0
139,78,61,74,88,96,122,123,148,157
140,78,45,43,42,46,99,83,75,53
142,78,54,62,46,55,67,71,64,75
143,78,932,644,742,516,663,594,928,0
153,78,3,4,6,13,6,9,15,7
156,78,3882,3375,3081,3197,3755,4227,4406,0
157,78,3,4,2,4,7,15,12,8
158,78,9,7,7,9,9,11,8,9
163,78,347,379,353,436,524,718,674,0
167,78,615,533,596,471,376,527,563,426
168,78,885,865,936,952,1056,1201,0,0
185,78,3330,3752,4417,3123,2795,5297,5001,4278
186,78,12364,14389,17321,19516,22250,22575,23584,16377
2,79,0,0,0,0,0,4,0,0
9,79,1345,1331,1083,1217,1226,1268,0,0
10,79,41,57,39,76,44,35,26,0
17,79,182,94,110,96,79,85,85,0
23,79,0,0,0,0,0,0,0,0
27,79,3,4,3,4,4,6,6,0
33,79,175,156,148,131,157,144,154,0
43,79,0,2,1,3,1,3,2,0
45,79,0,0,0,0,0,1,0,0
46,79,9,12,7,16,12,16,30,0
47,79,240,312,404,176,205,217,251,0
57,79,0,1,1,2,3,1,2,0
60,79,207,260,175,165,169,126,131,0
61,79,1489,974,1100,1449,1958,1331,2129,0
65,79,331,360,367,352,383,481,451,0
67,79,21,11,203,178,249,426,490,0
75,79,941,938,820,860,887,859,786,0
76,79,45,41,48,41,29,41,34,0
77,79,3,2,3,5,5,5,5,0
82,79,481,772,340,431,513,965,1002,0
84,79,128,99,104,112,152,146,131,0
86,79,0,3266,3050,3182,3522,3693,0,0
95,79,0,1,1,1,1,0,0,0
100,79,0,1,0,0,1,0,1,0
101,79,109,77,53,58,63,65,43,0
105,79,2423,2732,2366,2583,2536,3631,3574,876
108,79,0,0,0,0,2,0,0,0
123,79,1133,758,702,691,735,720,755,0
124,79,66,67,71,75,92,98,0,0
139,79,5,10,11,9,11,11,15,0
140,79,12,8,16,28,11,11,11,0
142,79,1,2,2,3,6,5,4,0
143,79,44,22,15,13,17,25,51,0
153,79,0,0,0,0,0,1,1,0
156,79,3625,3818,3660,3679,3867,4115,4591,0
157,79,0,1,1,2,2,2,3,0
158,79,1,0,0,0,0,0,0,0
163,79,73,82,119,128,138,125,134,0
167,79,257,209,160,169,116,121,219,0
185,79,496,558,607,566,708,833,1053,883
186,79,2205,2450,2485,2327,2721,2708,2844,1880
2,80,0,0,0,0,0,0,0,0
10,80,97,33,22,29,34,83,62,0
17,80,45,29,24,53,34,43,31,0
23,80,0,0,1,0,1,1,1,0
27,80,12,14,16,22,20,15,14,0
33,80,184,173,148,162,195,246,303,0
43,80,2,0,0,3,2,1,0,0
45,80,4,7,9,9,7,4,0,0
46,80,4,3,5,19,23,34,4,0
47,80,37,13,13,14,24,35,14,0
57,80,0,0,1,1,1,1,1,0
60,80,24,9,59,90,47,43,15,0
61,80,321,162,113,225,612,397,208,0
65,80,133,186,196,182,244,252,114,0
67,80,5,1,97,84,100,85,86,0
76,80,23,73,26,26,21,29,2,0
77,80,0,0,0,0,1,2,1,0
82,80,0,0,0,0,0,0,0,0
84,80,85,67,133,194,296,220,96,0
86,80,0,13,10,23,27,34,0,0
95,80,0,0,1,0,2,0,0,0
100,80,0,0,0,0,1,0,0,0
101,80,9,8,8,7,7,12,9,0
105,80,168,133,107,94,99,126,0,0
108,80,0,0,0,0,0,0,0,0
123,80,92,41,41,48,66,59,34,0
139,80,3,4,6,6,8,5,6,0
140,80,0,0,0,0,3,4,0,0
142,80,29,9,12,12,10,7,7,0
143,80,78,84,150,242,145,0,0,0
153,80,0,0,0,0,0,1,0,0
157,80,1,0,0,0,0,1,0,0
158,80,4,3,5,3,3,2,1,0
167,80,55,144,124,119,96,92,35,0
185,80,128,137,141,142,225,159,97,60
2,81,0,0,0,0,0,0,0,0
10,81,31,33,14,20,17,17,19,0
17,81,15,13,13,14,7,9,17,0
23,81,0,0,0,3,0,0,0,0
27,81,12,4,4,9,5,8,5,0
43,81,1,2,0,0,0,0,0,0
45,81,0,0,3,1,0,0,0,0
46,81,4,2,5,14,32,88,31,0
47,81,78,38,15,23,17,19,20,0
57,81,0,0,3,1,0,0,0,0
60,81,40,39,21,35,25,18,15,0
61,81,166,109,140,103,95,113,96,0
65,81,64,86,85,79,90,105,114,0
67,81,5,9,122,102,79,78,113,0
76,81,41,37,30,15,3,7,9,0
77,81,0,0,0,0,0,0,0,0
82,81,0,0,0,0,0,12,0,0
84,81,21,35,29,31,22,20,31,0
95,81,0,0,0,0,0,0,0,0
100,81,0,0,0,1,0,0,0,0
101,81,1,3,1,1,0,1,1,0
105,81,138,135,98,37,39,48,48,10
123,81,204,183,149,65,99,74,92,0
139,81,1,3,-2,-2,-2,1,4,0
140,81,1,1,1,1,1,1,1,0
142,81,38,26,16,15,2,2,3,0
143,81,42,63,42,16,22,0,0,0
153,81,4,5,2,0,0,2,4,0
157,81,0,0,3,8,0,2,0,0
158,81,0,2,1,3,2,2,3,0
167,81,231,298,227,210,168,133,113,0
185,81,664,913,668,0,0,0,0,0
2,82,0,0,0,0,7,8,28,0
9,82,708,527,435,402,386,614,0,0
10,82,379,405,381,596,768,1057,1486,1139
17,82,3130,3029,2793,2999,3770,4084,6819,5398
23,82,0,0,6,7,9,12,10,0
27,82,60,62,80,94,125,182,202,0
33,82,791,684,665,917,894,1368,1218,0
43,82,60,60,83,118,139,165,186,74
45,82,33,48,49,45,54,78,99,149
46,82,604,714,649,701,919,1126,1316,1039
47,82,711,785,698,805,772,980,1332,0
57,82,54,38,32,45,50,85,110,108
60,82,1202,590,444,611,864,1065,1114,1089
61,82,5220,5503,4539,6634,5490,8286,7663,8208
65,82,4704,5390,4910,6085,6837,7807,7685,6891
67,82,139,189,201,265,245,369,479,0
75,82,116,101,0,0,173,199,310,0
76,82,352,447,369,471,507,625,694,580
77,82,10,23,30,36,60,56,47,39
84,82,2954,2833,2462,2741,3275,3775,4265,4067
95,82,48,45,47,89,156,158,147,149
100,82,46,45,0,0,101,141,159,232
101,82,1129,1278,965,961,1051,1284,1506,0
105,82,140,110,115,82,140,158,189,177
108,82,48,0,0,0,467,0,0,0
123,82,11883,21369,20519,22507,25632,32382,36257,39904
124,82,34,36,37,36,38,38,0,0
139,82,988,1089,1086,1240,1373,1685,1887,2187
140,82,549,611,645,776,977,1121,1268,678
142,82,164,190,210,281,408,501,623,624
143,82,1543,1849,1225,1001,1114,1228,963,0
153,82,45,52,53,61,73,96,169,198
157,82,146,153,118,143,168,257,304,0
158,82,39,50,59,59,75,94,97,92
163,82,2725,2879,2813,3241,3723,4305,4556,0
167,82,887,1773,1777,1822,1469,1520,1701,1402
168,82,1610,1747,1978,2046,6325,5800,0,0
185,82,14572,15563,15450,17378,19750,25353,18989,17123
186,82,32958,40971,43488,49253,53169,52386,57438,61949
2,83,0,0,0,0,4,6,0,0
10,83,143,133,130,145,156,189,199,0
17,83,295,318,234,241,297,371,327,0
23,83,0,0,3,3,8,10,8,0
27,83,65,94,91,109,106,123,114,0
33,83,218,209,264,250,274,271,244,0
43,83,25,38,35,54,61,47,59,0
45,83,54,73,82,120,224,200,214,0
46,83,101,111,188,222,233,238,221,0
47,83,102,90,93,145,174,128,230,0
57,83,7,10,9,8,20,12,14,0
60,83,15,44,55,66,85,70,66,0
61,83,309,404,406,515,581,635,934,0
67,83,307,321,176,215,287,425,436,0
75,83,374,308,313,301,323,334,281,0
76,83,172,181,193,248,293,356,341,0
77,83,14,11,13,23,24,35,20,0
82,83,687,721,1818,977,1135,2387,2838,0
84,83,357,351,297,391,324,300,388,0
95,83,11,8,12,13,26,19,17,0
100,83,4,7,8,14,18,0,42,0
101,83,74,141,148,135,210,357,649,0
108,83,28,0,0,0,18,0,0,0
123,83,503,390,371,372,454,550,570,0
139,83,137,146,147,189,272,351,348,0
140,83,33,39,39,61,64,81,102,0
142,83,164,176,227,299,219,234,244,0
143,83,388,370,325,377,357,432,587,0
153,83,16,23,32,38,110,98,64,0
157,83,14,14,11,17,21,42,55,0
158,83,55,54,53,65,66,69,63,0
163,83,339,392,454,516,502,592,630,0
167,83,79,78,152,86,87,112,89,0
168,83,681,679,692,801,874,955,0,0
185,83,1105,1270,1467,1383,1484,1927,2003,1210
186,83,4789,5134,5357,6001,5851,6303,5753,4182
2,84,0,0,0,0,968,780,954,0
9,84,496,552,494,465,515,488,0,0
10,84,3222,3346,2826,2975,3191,3344,3292,2784
17,84,3012,3050,2871,3141,3120,3137,3195,3160
23,84,0,0,231,201,218,216,259,0
27,84,269,347,290,297,289,331,350,0
33,84,447,385,361,379,411,509,482,0
43,84,1335,1314,1074,1383,1263,1548,1327,589
45,84,46,39,36,29,72,80,93,161
46,84,647,675,623,661,746,719,758,633
47,84,1127,1160,955,983,1171,1161,1185,0
57,84,45,51,47,57,55,62,58,40
60,84,360,405,424,405,434,496,610,446
61,84,12865,12977,12229,12191,12803,13490,13122,11010
65,84,7732,8190,7091,7744,8730,9958,9286,7661
67,84,1339,1377,1452,1298,1415,1756,1758,0
75,84,581,532,510,470,514,546,508,0
76,84,873,932,705,821,816,853,918,558
77,84,44,50,51,66,75,79,74,24
82,84,7447,7878,7062,6277,7294,8144,8722,8064
86,84,0,638,619,701,619,750,0,0
95,84,41,81,69,94,77,155,127,86
100,84,148,147,0,0,254,318,429,369
101,84,5884,6906,6956,7329,8527,9914,10258,0
105,84,417,227,174,88,69,84,89,44
108,84,493,0,0,0,657,0,0,0
123,84,3511,4180,3713,4259,4969,6397,6940,6377
124,84,44,45,47,52,48,51,0,0
139,84,934,1092,944,1056,1240,1449,1517,1390
140,84,729,768,629,683,819,957,994,591
142,84,2542,2708,2300,2455,2787,2879,2984,2313
143,84,1125,1172,900,846,946,1018,972,0
153,84,202,219,182,194,223,253,243,267
156,84,553,592,513,520,718,784,664,0
157,84,312,323,276,317,329,413,374,0
158,84,1295,1250,962,959,1133,1252,1176,767
163,84,4829,5461,4893,5012,5610,5931,6255,0
167,84,1051,1051,995,885,1148,996,964,883
168,84,6047,5827,5721,5935,6305,6137,0,0
185,84,10024,12813,12607,11616,10742,12888,11814,7485
186,84,8088,8425,8335,8274,8779,9569,9530,5807
2,85,0,0,0,0,0,0,0,0
10,85,0,0,0,0,0,0,0,0
17,85,8,8,12,11,10,11,11,0
23,85,0,0,0,0,0,0,0,0
27,85,0,0,0,0,0,0,0,0
33,85,126,105,103,107,116,126,135,0
43,85,0,0,0,0,0,0,1,0
45,85,0,0,0,0,0,0,0,0
46,85,0,0,0,0,0,1,1,0
47,85,6,7,6,7,4,4,3,0
57,85,0,0,0,0,0,0,0,0
60,85,3,0,1,0,0,1,0,0
61,85,23,17,20,22,25,54,49,0
65,85,39,29,32,30,21,24,19,0
67,85,0,0,34,30,27,24,21,0
76,85,0,0,0,0,0,0,0,0
77,85,0,0,0,0,0,0,0,0
82,85,3,4,6,1,0,5,10,0
84,85,9,15,21,30,27,25,31,0
95,85,0,0,0,0,0,0,0,0
100,85,0,0,0,0,0,0,0,0
101,85,72,53,36,23,27,28,16,0
108,85,0,0,0,0,0,0,0,0
123,85,31,14,11,8,18,21,29,0
139,85,0,0,0,0,0,0,0,0
140,85,0,3,1,1,1,1,4,0
142,85,0,0,0,0,0,0,0,0
143,85,0,0,1,1,1,1,0,0
153,85,0,0,0,0,0,0,0,0
157,85,0,0,0,0,0,0,0,0
158,85,0,0,0,0,0,1,1,0
167,85,44,73,66,35,9,16,26,0
185,85,59,43,145,0,0,0,0,0
2,86,0,0,0,0,5,175,3,0
9,86,1868,1798,1514,1621,1731,1879,0,0
10,86,328,279,301,301,269,355,319,150
17,86,1070,1206,950,926,937,947,783,996
23,86,0,0,5,4,4,5,6,0
27,86,17,14,12,19,16,24,23,16
33,86,1390,1480,1492,1341,1386,1380,1421,0
37,86,0,0,11768,11501,0,0,0,0
43,86,34,39,48,27,50,43,44,7
45,86,3,3,47,44,36,38,32,29
46,86,170,187,121,115,126,148,141,97
47,86,1285,1169,1064,1160,1221,1446,1404,1105
57,86,14,23,28,27,29,43,64,32
60,86,976,1044,784,650,822,877,1153,811
61,86,3048,3600,4538,3739,4893,5862,5264,3986
65,86,5740,6021,5335,5877,5979,6858,6580,5673
67,86,134,97,125,112,173,223,210,145
75,86,4673,4688,4250,3990,4283,4549,4304,0
76,86,670,493,407,407,405,539,273,307
77,86,43,44,43,49,40,54,63,0
82,86,3280,3604,3606,5304,6547,7570,9163,11470
84,86,1956,1764,1506,1525,1775,1747,1459,649
162,86,9954,10002,7822,7923,7745,8686,0,0
95,86,3,3,4,7,6,5,6,3
100,86,8,8,0,0,80,3,4,5
101,86,871,1030,859,873,1039,949,874,0
105,86,1961,1840,1580,1378,1019,1312,1265,727
108,86,58,0,0,0,20,0,0,0
123,86,2217,1942,1716,2232,2597,3150,3782,3020
124,86,605,614,554,602,636,644,0,0
139,86,78,103,105,142,182,211,228,138
140,86,74,82,61,74,86,113,111,53
142,86,30,26,25,26,28,31,25,53
143,86,570,528,454,422,498,568,603,0
153,86,7,9,8,4,6,9,41,15
156,86,7441,8886,10129,10638,13702,17565,20137,0
157,86,26,30,27,74,82,92,91,102
158,86,15,16,14,15,17,22,22,12
163,86,1116,1039,1015,881,1105,1258,1463,0
167,86,1018,956,729,746,691,722,904,898
168,86,2006,1983,2205,2539,2545,2680,0,0
185,86,8372,9057,9359,8046,8053,9275,8768,8142
186,86,46525,46200,43527,44004,46026,46677,49679,37817
2,87,0,0,0,0,1,1,0,0
10,87,15,16,18,14,12,18,18,0
17,87,27,20,20,30,27,38,29,0
23,87,0,0,0,1,0,1,1,0
27,87,2,2,3,5,7,3,2,0
43,87,1,0,1,1,2,0,1,0
45,87,15,16,0,29,20,0,0,0
46,87,1,2,1,1,2,65,4,0
47,87,58,61,70,60,60,54,55,0
57,87,1,1,1,1,1,2,5,0
60,87,62,13,8,4,17,14,17,0
61,87,137,240,128,123,104,77,65,0
65,87,98,109,100,108,125,148,157,0
67,87,30,44,58,40,50,80,63,0
76,87,2,1,1,1,2,2,2,0
77,87,0,0,0,0,0,0,0,0
82,87,32,0,61,68,111,131,146,0
84,87,64,90,75,66,64,41,43,0
95,87,0,1,0,0,0,0,0,0
100,87,0,0,0,1,0,0,2,0
101,87,24,28,13,20,26,25,31,0
108,87,1,0,0,0,0,0,0,0
123,87,128,99,112,90,102,122,118,0
139,87,5,3,2,6,3,5,9,0
140,87,1,3,2,3,3,4,3,0
142,87,24,17,12,10,7,20,0,0
143,87,4,3,10,8,7,7,9,0
153,87,1,1,1,1,0,1,1,0
157,87,1,0,0,0,0,0,0,0
158,87,0,0,1,0,0,1,3,0
167,87,34,25,20,20,21,42,19,0
185,87,275,872,240,0,0,0,0,0
186,87,702,715,738,745,840,819,762,542
2,88,0,0,0,0,0,0,0,0
10,88,78,76,62,51,36,52,57,0
17,88,58,70,91,108,103,155,213,0
23,88,0,0,0,0,0,0,0,0
27,88,8,10,35,28,7,7,10,0
43,88,0,1,0,12,7,7,1,0
45,88,1,3,1,4,2,2,9,0
46,88,44,48,40,37,37,39,60,0
47,88,9,15,6,6,9,6,8,0
57,88,86,84,20,31,21,41,30,0
60,88,7,13,10,17,15,12,37,0
61,88,215,356,196,178,156,169,213,0
67,88,2,1,1,1,1,1,3,0
76,88,35,18,22,14,28,29,20,0
77,88,0,0,0,0,0,0,1,0
82,88,120,100,100,102,133,175,221,0
84,88,93,84,75,88,85,95,72,0
95,88,54,61,70,65,75,61,37,0
100,88,96,88,68,72,81,0,87,0
101,88,15,35,34,51,49,54,49,0
108,88,13,0,0,0,8,0,0,0
123,88,406,258,194,190,192,166,156,0
139,88,19,25,13,8,14,21,33,0
140,88,4,3,4,4,7,7,4,0
142,88,29,32,16,18,17,22,9,0
143,88,2223,2071,2501,1846,1987,2078,2292,0
153,88,4,7,7,8,14,13,9,0
157,88,2,2,2,2,2,2,4,0
158,88,3,2,2,2,2,2,6,0
167,88,31,54,28,21,19,16,12,0
